fiscal_year,year,month,phase,sale_period,state,city,election,transaction_type,bond_type,total_bonds,value_of_bonds,units,note
2018-19,2019,March,8,01st March to 15th March 2019,Maharashtra,Mumbai,Lok Sabha Elections,Sold/ Purchased,One Thousand Bond,2,2000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Maharashtra,Mumbai,Lok Sabha Elections,Sold/ Purchased,Ten Lakh Bond,49,49000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Maharashtra,Mumbai,Lok Sabha Elections,Redeemed/ Encashed,Ten Lakh Bond,52,52000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Karnataka,Bengaluru,Lok Sabha Elections,Sold/ Purchased,Ten Lakh Bond,17,17000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Tamil Nadu,Chennai,Lok Sabha Elections,Sold/ Purchased,Ten Lakh Bond,28,28000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Telangana,Hyderabad,Lok Sabha Elections,Sold/ Purchased,Ten Lakh Bond,199,199000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Delhi,New Delhi,Lok Sabha Elections,Sold/ Purchased,Ten Lakh Bond,89,89000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,West Bengal,Kolkata,Lok Sabha Elections,Sold/ Purchased,Ten Lakh Bond,272,272000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Gujarat,Gandhinagar,Lok Sabha Elections,Sold/ Purchased,Ten Lakh Bond,55,55000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Telangana,Hyderabad,Lok Sabha Elections,Redeemed/ Encashed,Ten Lakh Bond,202,202000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Delhi,New Delhi,Lok Sabha Elections,Redeemed/ Encashed,Ten Lakh Bond,494,494000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,West Bengal,Kolkata,Lok Sabha Elections,Redeemed/ Encashed,Ten Lakh Bond,61,61000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Odisha,Bhubaneshwar,Assembly Elections,Sold/ Purchased,Ten Lakh Bond,260,260000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Odisha,Bhubaneshwar,Assembly Elections,Redeemed/ Encashed,Ten Lakh Bond,160,160000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Maharashtra,Mumbai,Lok Sabha Elections,Sold/ Purchased,Ten Thousand Bond,1,10000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Delhi,New Delhi,Lok Sabha Elections,Sold/ Purchased,Ten Thousand Bond,10,100000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,West Bengal,Kolkata,Lok Sabha Elections,Sold/ Purchased,Ten Thousand Bond,20,200000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Delhi,New Delhi,Lok Sabha Elections,Redeemed/ Encashed,Ten Thousand Bond,20,200000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,West Bengal,Kolkata,Lok Sabha Elections,Redeemed/ Encashed,Ten Thousand Bond,10,100000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,July,11,01st July to 10th July 2019,Maharashtra,Mumbai,No Elections,Sold/ Purchased,One Crore Bond,16,160000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,July,11,01st July to 10th July 2019,Maharashtra,Mumbai,No Elections,Redeemed/ Encashed,One Crore Bond,5,50000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,July,11,01st July to 10th July 2019,West Bengal,Kolkata,No Elections,Sold/ Purchased,One Crore Bond,6,60000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,July,11,01st July to 10th July 2019,Delhi,New Delhi,No Elections,Sold/ Purchased,One Crore Bond,5,50000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,July,11,01st July to 10th July 2019,Delhi,New Delhi,No Elections,Redeemed/ Encashed,One Crore Bond,15,150000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,July,11,01st July to 10th July 2019,West Bengal,Kolkata,No Elections,Redeemed/ Encashed,One Crore Bond,11,110000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,July,11,01st July to 10th July 2019,Odisha,Bhubaneshwar,No Elections,Sold/ Purchased,One Crore Bond,14,140000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,July,11,01st July to 10th July 2019,Odisha,Bhubaneshwar,No Elections,Redeemed/ Encashed,One Crore Bond,10,100000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,July,11,01st July to 10th July 2019,West Bengal,Kolkata,No Elections,Sold/ Purchased,One Lakh Bond,18,1800000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,July,11,01st July to 10th July 2019,West Bengal,Kolkata,No Elections,Redeemed/ Encashed,One Lakh Bond,18,1800000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,July,11,01st July to 10th July 2019,West Bengal,Kolkata,No Elections,Sold/ Purchased,Ten Lakh Bond,37,37000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,July,11,01st July to 10th July 2019,Delhi,New Delhi,No Elections,Sold/ Purchased,Ten Lakh Bond,5,5000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,July,11,01st July to 10th July 2019,West Bengal,Kolkata,No Elections,Redeemed/ Encashed,Ten Lakh Bond,42,42000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,Maharashtra,Mumbai,No Elections,Sold/ Purchased,One Crore Bond,18,180000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,Karnataka,Bengaluru,No Elections,Sold/ Purchased,One Crore Bond,2,20000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,Tamil Nadu,Chennai,No Elections,Sold/ Purchased,One Crore Bond,29,290000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,Telangana,Hyderabad,No Elections,Sold/ Purchased,One Crore Bond,25,250000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,Delhi,New Delhi,No Elections,Sold/ Purchased,One Crore Bond,23,230000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,Uttar Pradesh,Lucknow,No Elections,Sold/ Purchased,One Crore Bond,2,20000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,West Bengal,Kolkata,No Elections,Sold/ Purchased,One Crore Bond,182,1820000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,Maharashtra,Mumbai,No Elections,Redeemed/ Encashed,One Crore Bond,24,240000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,Telangana,Hyderabad,No Elections,Redeemed/ Encashed,One Crore Bond,19,190000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,Delhi,New Delhi,No Elections,Redeemed/ Encashed,One Crore Bond,197,1970000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,West Bengal,Kolkata,No Elections,Redeemed/ Encashed,One Crore Bond,24,240000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,Odisha,Bhubaneshwar,No Elections,Sold/ Purchased,One Crore Bond,27,270000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,Odisha,Bhubaneshwar,No Elections,Redeemed/ Encashed,One Crore Bond,44,440000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,Maharashtra,Mumbai,No Elections,Sold/ Purchased,One Lakh Bond,60,6000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,Telangana,Hyderabad,No Elections,Sold/ Purchased,One Lakh Bond,39,3900000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,West Bengal,Kolkata,No Elections,Sold/ Purchased,One Lakh Bond,115,11500000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,Maharashtra,Mumbai,No Elections,Redeemed/ Encashed,One Lakh Bond,89,8900000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,Telangana,Hyderabad,No Elections,Redeemed/ Encashed,One Lakh Bond,30,3000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,Delhi,New Delhi,No Elections,Redeemed/ Encashed,One Lakh Bond,61,6100000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,West Bengal,Kolkata,No Elections,Redeemed/ Encashed,One Lakh Bond,35,3500000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,Odisha,Bhubaneshwar,No Elections,Sold/ Purchased,One Lakh Bond,1,100000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,Delhi,New Delhi,No Elections,Sold/ Purchased,One Thousand Bond,1,1000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,Delhi,New Delhi,No Elections,Redeemed/ Encashed,One Thousand Bond,1,1000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,Odisha,Bhubaneshwar,No Elections,Sold/ Purchased,One Thousand Bond,1,1000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,Maharashtra,Mumbai,No Elections,Sold/ Purchased,Ten Lakh Bond,57,57000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,Karnataka,Bengaluru,No Elections,Sold/ Purchased,Ten Lakh Bond,5,5000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,Tamil Nadu,Chennai,No Elections,Sold/ Purchased,Ten Lakh Bond,5,5000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,Telangana,Hyderabad,No Elections,Sold/ Purchased,Ten Lakh Bond,81,81000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,Delhi,New Delhi,No Elections,Sold/ Purchased,Ten Lakh Bond,30,30000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,Rajasthan,Jaipur,No Elections,Sold/ Purchased,Ten Lakh Bond,9,9000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,Uttar Pradesh,Lucknow,No Elections,Sold/ Purchased,Ten Lakh Bond,5,5000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,West Bengal,Kolkata,No Elections,Sold/ Purchased,Ten Lakh Bond,100,100000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,Maharashtra,Mumbai,No Elections,Redeemed/ Encashed,Ten Lakh Bond,84,84000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,Telangana,Hyderabad,No Elections,Redeemed/ Encashed,Ten Lakh Bond,102,102000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,Delhi,New Delhi,No Elections,Redeemed/ Encashed,Ten Lakh Bond,164,164000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,West Bengal,Kolkata,No Elections,Redeemed/ Encashed,Ten Lakh Bond,12,12000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,Odisha,Bhubaneshwar,No Elections,Sold/ Purchased,Ten Lakh Bond,110,110000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,Odisha,Bhubaneshwar,No Elections,Redeemed/ Encashed,Ten Lakh Bond,40,40000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,Telangana,Hyderabad,No Elections,Sold/ Purchased,Ten Thousand Bond,10,100000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,January,7,01st January to 10th January 2019,Maharashtra,Mumbai,No Elections,Redeemed/ Encashed,Ten Thousand Bond,10,100000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Maharashtra,Mumbai,Lok Sabha Elections,Sold/ Purchased,One Crore Bond,643,6430000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Maharashtra,Mumbai,Lok Sabha Elections,Redeemed/ Encashed,One Crore Bond,22,220000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,West Bengal,Kolkata,Lok Sabha Elections,Sold/ Purchased,One Crore Bond,387,3870000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Chhattisgarh,Raipur,No Elections,Sold/ Purchased,One Crore Bond,10,100000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Chandigarh,Chandigarh,Lok Sabha Elections,Sold/ Purchased,One Crore Bond,15,150000000,"total_bonds in absolute number, value_of_bonds in indian rupees",state: Data for Chandigarh is for the states of Punjab & Haryana
2019-20,2019,April,9,01st April to 20th April 2019,Rajasthan,Jaipur,Lok Sabha Elections,Sold/ Purchased,One Crore Bond,13,130000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Delhi,New Delhi,Lok Sabha Elections,Sold/ Purchased,One Crore Bond,371,3710000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Tamil Nadu,Chennai,Lok Sabha Elections,Sold/ Purchased,One Crore Bond,67,670000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Karnataka,Bengaluru,Lok Sabha Elections,Sold/ Purchased,One Crore Bond,81,810000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Telangana,Hyderabad,Lok Sabha Elections,Sold/ Purchased,One Crore Bond,321,3210000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Kerala,Thiruvananthapuram,Lok Sabha Elections,Sold/ Purchased,One Crore Bond,1,10000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Gujarat,Gandhinagar,Lok Sabha Elections,Sold/ Purchased,One Crore Bond,82,820000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Telangana,Hyderabad,Lok Sabha Elections,Redeemed/ Encashed,One Crore Bond,204,2040000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Delhi,New Delhi,Lok Sabha Elections,Redeemed/ Encashed,One Crore Bond,1725,17250000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,West Bengal,Kolkata,Lok Sabha Elections,Redeemed/ Encashed,One Crore Bond,15,150000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Chandigarh,Chandigarh,Lok Sabha Elections,Redeemed/ Encashed,One Crore Bond,6,60000000,"total_bonds in absolute number, value_of_bonds in indian rupees",state: Data for Chandigarh is for the states of Punjab & Haryana
2019-20,2019,April,9,01st April to 20th April 2019,Tamil Nadu,Chennai,Lok Sabha Elections,Redeemed/ Encashed,One Crore Bond,43,430000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Bihar,Patna,Lok Sabha Elections,Redeemed/ Encashed,One Crore Bond,13,130000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Odisha,Bhubaneshwar,Assembly Elections,Sold/ Purchased,One Crore Bond,67,670000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Odisha,Bhubaneshwar,Assembly Elections,Redeemed/ Encashed,One Crore Bond,30,300000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Maharashtra,Mumbai,Lok Sabha Elections,Sold/ Purchased,One Lakh Bond,91,9100000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Maharashtra,Mumbai,Lok Sabha Elections,Redeemed/ Encashed,One Lakh Bond,28,2800000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,West Bengal,Kolkata,Lok Sabha Elections,Sold/ Purchased,One Lakh Bond,111,11100000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Assam,Guwahati,Lok Sabha Elections,Sold/ Purchased,One Lakh Bond,10,1000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Goa,Panaji,Lok Sabha Elections,Sold/ Purchased,One Lakh Bond,95,9500000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Chandigarh,Chandigarh,Lok Sabha Elections,Sold/ Purchased,One Lakh Bond,5,500000,"total_bonds in absolute number, value_of_bonds in indian rupees",state: Data for Chandigarh is for the states of Punjab & Haryana
2019-20,2019,April,9,01st April to 20th April 2019,Rajasthan,Jaipur,Lok Sabha Elections,Sold/ Purchased,One Lakh Bond,15,1500000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Delhi,New Delhi,Lok Sabha Elections,Sold/ Purchased,One Lakh Bond,152,15200000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Tamil Nadu,Chennai,Lok Sabha Elections,Sold/ Purchased,One Lakh Bond,25,2500000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Karnataka,Bengaluru,Lok Sabha Elections,Sold/ Purchased,One Lakh Bond,10,1000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Telangana,Hyderabad,Lok Sabha Elections,Sold/ Purchased,One Lakh Bond,157,15700000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Kerala,Thiruvananthapuram,Lok Sabha Elections,Sold/ Purchased,One Lakh Bond,20,2000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Telangana,Hyderabad,Lok Sabha Elections,Redeemed/ Encashed,One Lakh Bond,30,3000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Delhi,New Delhi,Lok Sabha Elections,Redeemed/ Encashed,One Lakh Bond,553,55300000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,West Bengal,Kolkata,Lok Sabha Elections,Redeemed/ Encashed,One Lakh Bond,26,2600000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Chandigarh,Chandigarh,Lok Sabha Elections,Redeemed/ Encashed,One Lakh Bond,5,500000,"total_bonds in absolute number, value_of_bonds in indian rupees",state: Data for Chandigarh is for the states of Punjab & Haryana
2019-20,2019,April,9,01st April to 20th April 2019,Tamil Nadu,Chennai,Lok Sabha Elections,Redeemed/ Encashed,One Lakh Bond,5,500000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Uttar Pradesh,Lucknow,Lok Sabha Elections,Redeemed/ Encashed,One Lakh Bond,24,2400000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Odisha,Bhubaneshwar,Assembly Elections,Sold/ Purchased,One Lakh Bond,5,500000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Chhattisgarh,Raipur,No Elections,Sold/ Purchased,One Thousand Bond,1,1000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Delhi,New Delhi,Lok Sabha Elections,Sold/ Purchased,One Thousand Bond,1,1000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Delhi,New Delhi,Lok Sabha Elections,Redeemed/ Encashed,One Thousand Bond,1,1000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Andhra Pradesh,Vishakapatnam,Assembly Elections,Sold/ Purchased,Ten Lakh Bond,20,20000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Maharashtra,Mumbai,Lok Sabha Elections,Sold/ Purchased,Ten Lakh Bond,509,509000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Maharashtra,Mumbai,Lok Sabha Elections,Redeemed/ Encashed,Ten Lakh Bond,77,77000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,West Bengal,Kolkata,Lok Sabha Elections,Sold/ Purchased,Ten Lakh Bond,292,292000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Assam,Guwahati,Lok Sabha Elections,Sold/ Purchased,Ten Lakh Bond,65,65000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Chhattisgarh,Raipur,No Elections,Sold/ Purchased,Ten Lakh Bond,10,10000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Goa,Panaji,Lok Sabha Elections,Sold/ Purchased,Ten Lakh Bond,10,10000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Chandigarh,Chandigarh,Lok Sabha Elections,Sold/ Purchased,Ten Lakh Bond,43,43000000,"total_bonds in absolute number, value_of_bonds in indian rupees",state: Data for Chandigarh is for the states of Punjab & Haryana
2019-20,2019,April,9,01st April to 20th April 2019,Rajasthan,Jaipur,Lok Sabha Elections,Sold/ Purchased,Ten Lakh Bond,25,25000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Delhi,New Delhi,Lok Sabha Elections,Sold/ Purchased,Ten Lakh Bond,361,361000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Tamil Nadu,Chennai,Lok Sabha Elections,Sold/ Purchased,Ten Lakh Bond,183,183000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Karnataka,Bengaluru,Lok Sabha Elections,Sold/ Purchased,Ten Lakh Bond,138,138000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Telangana,Hyderabad,Lok Sabha Elections,Sold/ Purchased,Ten Lakh Bond,155,155000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Kerala,Thiruvananthapuram,Lok Sabha Elections,Sold/ Purchased,Ten Lakh Bond,21,21000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Gujarat,Gandhinagar,Lok Sabha Elections,Sold/ Purchased,Ten Lakh Bond,55,55000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Telangana,Hyderabad,Lok Sabha Elections,Redeemed/ Encashed,Ten Lakh Bond,272,272000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Delhi,New Delhi,Lok Sabha Elections,Redeemed/ Encashed,Ten Lakh Bond,1344,1344000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,West Bengal,Kolkata,Lok Sabha Elections,Redeemed/ Encashed,Ten Lakh Bond,35,35000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Jammu and Kashmir,Srinagar,No Elections,Redeemed/ Encashed,Ten Lakh Bond,5,5000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Chandigarh,Chandigarh,Lok Sabha Elections,Redeemed/ Encashed,Ten Lakh Bond,2,2000000,"total_bonds in absolute number, value_of_bonds in indian rupees",state: Data for Chandigarh is for the states of Punjab & Haryana
2019-20,2019,April,9,01st April to 20th April 2019,Tamil Nadu,Chennai,Lok Sabha Elections,Redeemed/ Encashed,Ten Lakh Bond,85,85000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Uttar Pradesh,Lucknow,Lok Sabha Elections,Redeemed/ Encashed,Ten Lakh Bond,6,6000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Bihar,Patna,Lok Sabha Elections,Redeemed/ Encashed,Ten Lakh Bond,25,25000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Jharkhand,Ranchi,Lok Sabha Elections,Redeemed/ Encashed,Ten Lakh Bond,10,10000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Odisha,Bhubaneshwar,Assembly Elections,Sold/ Purchased,Ten Lakh Bond,27,27000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
