fiscal_year,country,category,value_rupee,value_usd,currency,unit,note
2023-24,Gambia,Trade Balance,58726.28,71.34,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Georgia,Export,80032.69,97.13,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Georgia,Import,23406.7,28.48,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Georgia,Trade Balance,56625.99,68.65,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Germany,Export,3352936.92,4072.87,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Germany,Import,5299664.79,6436.62,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Germany,Trade Balance,-1946727.87,-2363.75,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Ghana,Export,321849.59,390.59,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Ghana,Import,646093.88,784.4,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Ghana,Trade Balance,-324244.29,-393.81,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Gibraltar,Export,239066.44,289.26,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Gibraltar,Import,186.09,0.22,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Gibraltar,Trade Balance,238880.35,289.04,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Greece,Export,323821.3,393.31,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Greece,Import,520445.93,632.79,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Greece,Trade Balance,-196624.63,-239.48,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Greenland,Export,3.51,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Greenland,Import,0,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Greenland,Trade Balance,3.51,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Grenada,Export,1234.78,1.42,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Grenada,Import,990.79,1.19,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Grenada,Trade Balance,243.99,0.23,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Guadeloupe,Export,1449.41,1.73,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Guadeloupe,Import,8.23,0.01,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Guadeloupe,Trade Balance,1441.18,1.72,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Guam,Export,488.37,0.57,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Guam,Import,11.03,0.01,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Guam,Trade Balance,477.34,0.56,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Guatemala,Export,187884.1,228.16,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Guatemala,Import,11428.92,13.9,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Guatemala,Trade Balance,176455.18,214.26,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Guernsey,Import,0,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Guinea,Export,9480.7,11.53,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Guinea,Import,97040.89,117.6,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Guinea,Trade Balance,-87560.19,-106.07,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Guyana,Export,25552.44,30.94,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Guyana,Import,1086.07,1.33,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Guyana,Trade Balance,24466.37,29.61,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Haiti,Export,34664.18,42.07,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Haiti,Import,6290.27,7.66,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Haiti,Trade Balance,28373.91,34.41,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Honduras,Export,91269.86,110.83,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Honduras,Import,9135.66,11.06,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Honduras,Trade Balance,82134.2,99.77,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Hong Kong,Export,2255194.19,2739.86,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Hong Kong,Import,6688619.85,8120.74,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Hong Kong,Trade Balance,-4433425.66,-5380.88,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Hungary,Export,198554.5,241.01,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Hungary,Import,107306.78,130.29,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Hungary,Trade Balance,91247.72,110.72,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Iceland,Export,4549.07,5.51,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Iceland,Import,1332.51,1.61,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Iceland,Trade Balance,3216.56,3.9,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Indonesia,Export,2659482.51,3231.12,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Indonesia,Import,7760624.78,9426.85,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Indonesia,Trade Balance,-5101142.27,-6195.73,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Installations In International Waters,Import,0,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Iran,Export,400735.78,487.33,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Iran,Import,197186.15,239.72,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Iran,Trade Balance,203549.63,247.61,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Iraq,Export,1224015.69,1486.9,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Iraq,Import,9179058.42,11150.98,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Iraq,Trade Balance,-7955042.73,-9664.08,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Ireland,Export,208160.15,252.79,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Ireland,Import,2100468.79,2551.27,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Ireland,Trade Balance,-1892308.64,-2298.48,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Israel,Export,1608891.41,1952.94,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Israel,Import,832210.29,1011.22,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Israel,Trade Balance,776681.12,941.72,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Italy,Export,3072483.48,3732.85,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Italy,Import,2137339.21,2595.64,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Italy,Trade Balance,935144.27,1137.21,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Ivory Coast,Export,248323.67,301.54,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Ivory Coast,Import,200708.73,243.88,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Ivory Coast,Trade Balance,47614.94,57.66,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Jamaica,Export,34937.9,42.42,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Jamaica,Import,2743.2,3.34,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Jamaica,Trade Balance,32194.7,39.08,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Japan,Export,1700999.76,2066.3,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Japan,Import,6173500.2,7500.05,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Japan,Trade Balance,-4472500.44,-5433.75,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Jersey (Bailiwick Of Jersey),Export,0,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Jordan,Export,489058.11,594.31,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Jordan,Import,633546.14,769.86,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Jordan,Trade Balance,-144488.03,-175.55,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Kazakhstan,Export,79439.38,96.34,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Kazakhstan,Import,20793.75,25.26,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Kazakhstan,Trade Balance,58645.63,71.08,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Kenya,Export,803040.07,975.28,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Kenya,Import,57269.88,69.55,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Kenya,Trade Balance,745770.19,905.73,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Kiribati,Export,343.61,0.4,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Kiribati,Import,0,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Kiribati,Trade Balance,343.61,0.4,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Kuwait,Export,536817.77,651.66,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Kuwait,Import,2387685.07,2900.45,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Kuwait,Trade Balance,-1850867.3,-2248.79,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Kyrgyzstan,Export,14957.99,18.03,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Kyrgyzstan,Import,871.88,1.05,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Kyrgyzstan,Trade Balance,14086.11,16.98,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Laos,Export,4571.71,5.54,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Laos,Import,27130.9,32.98,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Laos,Trade Balance,-22559.19,-27.44,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Latvia,Export,76994.24,93.41,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Latvia,Import,65585.68,79.63,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Latvia,Trade Balance,11408.56,13.78,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Lebanon,Export,126860.65,153.91,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Lebanon,Import,55842.9,67.91,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Lebanon,Trade Balance,71017.75,86,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Lesotho,Export,1041.29,1.24,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Lesotho,Import,0,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Lesotho,Trade Balance,1041.29,1.24,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Liberia,Export,76473.1,92.74,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Liberia,Import,3767.82,4.57,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Liberia,Trade Balance,72705.28,88.17,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Libya,Export,146376.62,177.72,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Libya,Import,159358.62,192.81,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Libya,Trade Balance,-12982,-15.09,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Liechtenstein,Export,104.54,0.11,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Liechtenstein,Import,733.46,0.89,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Liechtenstein,Trade Balance,-628.92,-0.78,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Lithuania,Export,91783.89,111.41,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Lithuania,Import,31899.78,38.7,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Lithuania,Trade Balance,59884.11,72.71,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Luxembourg,Export,14944.87,18.07,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Luxembourg,Import,157314.46,191.24,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Luxembourg,Trade Balance,-142369.59,-173.17,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Macao,Export,267.79,0.3,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Macao,Import,2462.1,2.97,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Macao,Trade Balance,-2194.31,-2.67,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Madagascar,Export,89290.19,108.31,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Madagascar,Import,62243.17,75.65,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Madagascar,Trade Balance,27047.02,32.66,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2023-24,Malawi,Export,26447.46,31.97,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
